identifier,protein_families,pfam,pfam_clan,keyword,family,genus,gene_name,protein_name,uniprot_kb_id
P0C1D0,conotoxin A superfamily|IC,,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-1015 (Disulfide bond);KW-1213 (G-protein coupled receptor impairing toxin);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin RgIA,CA1A_CONRE
P0C1W6,conotoxin D superfamily|IC,,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0301 (Gamma-carboxyglutamic acid);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Alpha-conotoxin VxXXB,CDKB_CONVX
P0C1Z0,three-finger toxin family|IC,PF21947 (Toxin_cobra-type)|30.4,CL0117 (uPAR_Ly6_toxin),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0800 (Toxin),Elapidae,Dendroaspis,,Fasciculin-2,3SE2_DENAN
P0C2D1,flavin monoamine oxidase family|IC,,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0560 (Oxidoreductase);KW-1202 (Platelet aggregation activating toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,L-amino-acid oxidase,OXLA_BOTPI
P0C2E9,cholesterol-dependent cytolysin family|IC,PF01289 (Thiol_cytolysin)|567.4;PF17440 (Thiol_cytolys_C)|171.0,CL0293 (CDC),KW-0002 (3D-structure);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0354 (Hemolysis);KW-1032 (Host cell membrane);KW-1043 (Host membrane);KW-0446 (Lipid-binding);KW-0472 (Membrane);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1134 (Transmembrane beta strand);KW-0843 (Virulence),Clostridiaceae,Clostridium,pfo,Perfringolysin O,TACY_CLOPE
P0C828,conotoxin A superfamily|IC,PF07365 (Toxin_8)|63.8,,KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Conidae,Conus,,Conotoxin SIVA,CA4A_CONST
P0C942,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|86.1,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Lachesis,,Basic phospholipase A2 LmTX-I,PA2B1_LACMU
P0CAS7,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|109.3,CL0629 (PLA2),KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Crotalus,,Basic phospholipase A2 F17,PA2BG_CRODU
P0CB14,venom metalloproteinase (M12B) family|IC,PF01421 (Reprolysin)|188.6;PF01562 (Pep_M12B_propep)|63.5,CL0126 (Peptidase_MA),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Calloselasma,,Snake venom metalloproteinase kistomin,VM1K_CALRH
P0CB20,,,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Con-ikot-ikot,CONII_CONST
P0CE82,arthropod phospholipase D family|IC,PF13653 (GDPD_2)|41.2,CL0036 (TIM_barrel),KW-0002 (3D-structure);KW-0204 (Cytolysis);KW-1061 (Dermonecrotic toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0456 (Lyase);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Sicariidae,Loxosceles,,Dermonecrotic toxin LiSicTox-alphaIA1bii,A1HB2_LOXIN
P0DI84,flavin monoamine oxidase family|IC,PF01593 (Amino_oxidase)|280.9,CL0063 (NADP_Rossmann),KW-0002 (3D-structure);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0479 (Metal-binding);KW-0560 (Oxidoreductase);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Vipera,,L-amino-acid oxidase,OXLA_VIPAA
P0DJ42,venom metalloproteinase (M12B) family|IC,,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Crotalus,,Snake venom metalloproteinase crotalin,VM1CR_CROAT
P0DJ44,venom metalloproteinase (M12B) family|IC,,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-0325 (Glycoprotein);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Vipera,,Zinc metalloproteinase-disintegrin-like VaH1,VM3_VIPAA
P0DKZ0,conotoxin B superfamily|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0106 (Calcium);KW-0301 (Gamma-carboxyglutamic acid);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-1028 (Ionotropic glutamate receptor inhibitor);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Conidae,Conus,,Conantokin Rl-B,CKR1B_CONRO
P0DL26,peptidase S1 family|SAM,PF00089 (Trypsin)|43.8,CL0124 (Peptidase_PA),KW-1204 (Blood coagulation cascade activating toxin);KW-1216 (Complement system impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1205 (Fibrinolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Bothrops,,Thrombin-like enzyme BpirSP27,VSP27_BOTPI
P0DL49,sea anemone sodium channel inhibitory toxin family|IC,,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Actiniidae,Anemonia,,Delta-actitoxin-Avd1c 1,NA12_ANEVI
P0DM15,,,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Conidae,Conus,,MuO-conotoxin MfVIA,CO6A_CONMF
P0DMB4,AB hydrolase superfamily|IC,PF00151 (Lipase)|172.5,CL0028 (AB_hydrolase),KW-0020 (Allergen);KW-0204 (Cytolysis);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Vespidae,Vespa,,Phospholipase A1 1,PA11_VESAF
P0DPI0,peptidase M27 family|IC,PF01742 (Peptidase_M27)|761.9;PF07951 (Toxin_R_bind_C)|359.4;PF07952 (Toxin_trans)|611.6;PF07953 (Toxin_R_bind_N)|214.8,CL0004 (Concanavalin);CL0066 (Trefoil);CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0134 (Cell wall);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1032 (Host cell membrane);KW-1035 (Host cytoplasm);KW-1036 (Host cytoplasmic vesicle);KW-1043 (Host membrane);KW-1051 (Host synapse);KW-0378 (Hydrolase);KW-0446 (Lipid-binding);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0528 (Neurotoxin);KW-0582 (Pharmaceutical);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0832 (Ubl conjugation);KW-0843 (Virulence);KW-0862 (Zinc),Clostridiaceae,Clostridium,botA,Botulinum neurotoxin type A,BXA1_CLOBO
P0DPS3,peptidase S1 family|IC,PF00089 (Trypsin)|107.5,CL0124 (Peptidase_PA),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Vipera,,Snake venom serine protease VaSP1,VASP1_VIPAA
P0DRC8,venom metalloproteinase (M12B) family|IC,,,KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0378 (Hydrolase);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0959 (Myotoxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Macrovipera,,Snake venom metalloproteinase Mlp4.2,VM1_MACLN
P0DRJ2,neurotoxin 10 (Hwtx-1) family|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Selenotypus,,Mu-theraphotoxin-Ssp1a,TX1A_SELSX
P0DRJ3,neurotoxin 30 (phrixotoxin) family|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Thrixopelma,,Mu-theraphotoxin-Tsp1a,TX1A_THRSX
P0DRM3,long chain scorpion toxin family|IC,PF14866 (Scorpion_toxin_alpha-beta)|38.9,CL0054 (Knottin_1),KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Hemiscorpiidae,Liocheles,,Insecticidal scorpine-like peptide LaIT3,KBX33_LIOAU
P0DSI1,In the N-terminal section|IC,PF04829 (PT-VENN)|70.1;PF05860 (TPS)|167.6;PF13332 (Fil_haemagg_2)|197.4;PF21726 (DUF6862)|37.8,CL0268 (Pec_lyase-like),KW-0002 (3D-structure);KW-0255 (Endonuclease);KW-0378 (Hydrolase);KW-0540 (Nuclease);KW-0964 (Secreted);KW-0732 (Signal);KW-1266 (Target cell cytoplasm);KW-0800 (Toxin);KW-0843 (Virulence),Enterobacteriaceae,Escherichia,cdiA,tRNA nuclease CdiA,CDIA_ECONC
P0DUH5,RHS/WapA nuclease family|IC,PF03527 (RHS)|54.1;PF05488 (PAAR_motif)|55.2;PF05593 (RHS_repeat)|235.8;PF20148 (DUF6531)|72.3;PF25023 (TEN_YD-shell)|162.5;PF25799 (prePAAR_I)|89.5,CL0877 (RHS_sf),KW-0002 (3D-structure);KW-0378 (Hydrolase);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0677 (Repeat);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0862 (Zinc),Burkholderiaceae,Burkholderia,dddA,Double-stranded DNA deaminase toxin A,DDDA_BURC1
P0DUJ8,glycosyltransferase NleB family|IC,,,KW-0002 (3D-structure);KW-0328 (Glycosyltransferase);KW-1040 (Host Golgi apparatus);KW-0464 (Manganese);KW-0479 (Metal-binding);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0800 (Toxin);KW-0808 (Transferase);KW-0843 (Virulence),Enterobacteriaceae,Salmonella,sseK2,Protein-arginine N-acetylglucosaminyltransferase SseK2,SSEK2_SALTS
P0DUN4,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|81.1,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,Acidic phospholipase A2 braziliase-II,PA2A2_BOTBZ
P0DUN5,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|46.6,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Bothrops,,Basic phospholipase A2 Bbil-TX,PA2_BOTBS
P0DUW5,Cif family|IC,PF16374 (CIF)|69.7,CL0125 (Peptidase_CA),KW-0002 (3D-structure);KW-1048 (Host nucleus);KW-0378 (Hydrolase);KW-0614 (Plasmid);KW-0964 (Secreted);KW-0800 (Toxin);KW-0843 (Virulence),Enterobacteriaceae,Escherichia,cif,Protein-glutamine deamidase Cif,CIF_ECOLX
P10297,ribosome-inactivating protein family|IC,PF00161 (RIP)|119.7,,KW-0002 (3D-structure);KW-0051 (Antiviral defense);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0611 (Plant defense);KW-0652 (Protein synthesis inhibitor);KW-0732 (Signal);KW-0800 (Toxin),Phytolaccaceae,Phytolacca,PAP1,Antiviral protein I,RIP1_PHYAM
P11407,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|119.5,CL0629 (PLA2),KW-0002 (3D-structure);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1035 (Host cytoplasm);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Vipera,,Basic phospholipase A2 ammodytoxin C,PA2BC_VIPAA
P11439,,PF09009 (Exotox-A_cataly)|328.5;PF09101 (Exotox-A_bind)|454.0;PF09102 (Exotox-A_target)|238.0,CL0004 (Concanavalin);CL0084 (ADP-ribosyl),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0328 (Glycosyltransferase);KW-0520 (NAD);KW-0548 (Nucleotidyltransferase);KW-1185 (Reference proteome);KW-0732 (Signal);KW-0800 (Toxin);KW-0808 (Transferase);KW-0843 (Virulence),Pseudomonadaceae,Pseudomonas,eta,Exotoxin A,TOXA_PSEAE
P15167,venom metalloproteinase (M12B) family|IC,PF01421 (Reprolysin)|203.5;PF01562 (Pep_M12B_propep)|63.9,CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0106 (Calcium);KW-0177 (Collagen degradation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Crotalus,,Snake venom metalloproteinase atrolysin-D,VM1AD_CROAT
P15226,long (4 C-C) scorpion toxin superfamily|IC,PF00537 (Toxin_3)|52.0,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0027 (Amidation);KW-0929 (Antimicrobial);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0295 (Fungicide);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Buthidae,Tityus,,Beta-mammal/insect toxin Ts1,SCX1_TITSE
P17347,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|40.2;PF01421 (Reprolysin)|99.7,CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0582 (Pharmaceutical);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Echis,,Disintegrin metalloproteinase/disintegrin echistatin,VM2EA_ECHCS
P17727,neurotoxin 04 (omega-agtx) family|IC,PF08396 (Toxin_34)|80.1,,KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Ctenidae,Phoneutria,,Mu-ctenitoxin-Pn1a,TXL1_PHONI
P18640,peptidase M27 family|IC,PF01742 (Peptidase_M27)|297.2;PF07951 (Toxin_R_bind_C)|31.5;PF07952 (Toxin_trans)|322.7;PF07953 (Toxin_R_bind_N)|129.6,CL0004 (Concanavalin);CL0066 (Trefoil);CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0446 (Lipid-binding);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0528 (Neurotoxin);KW-0582 (Pharmaceutical);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0843 (Virulence);KW-0862 (Zinc),,,,Botulinum neurotoxin type C,BXC_CBCP
P18964,peptidase S1 family|SAM,PF00089 (Trypsin)|194.5,CL0124 (Peptidase_PA),KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),Viperidae,Daboia,,Factor V activator RVV-V alpha,VSPA_DABSI
P21454,SpvB family|IC,PF03496 (ADPrib_exo_Tox)|47.8;PF03534 (SpvB)|336.1,CL0084 (ADP-ribosyl),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-0328 (Glycosyltransferase);KW-0520 (NAD);KW-0521 (NADP);KW-0547 (Nucleotide-binding);KW-0548 (Nucleotidyltransferase);KW-0614 (Plasmid);KW-0964 (Secreted);KW-0800 (Toxin);KW-0808 (Transferase);KW-0843 (Virulence),Enterobacteriaceae,Salmonella,spvB,Mono(ADP-ribosyl)transferase SpvB,SPVB_SALTM
P23026,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|106.8,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Elapidae,Pseudonaja,,Basic phospholipase A2 textilotoxin A chain,PA2BA_PSETE
P23028,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|104.7,CL0629 (PLA2),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Elapidae,Pseudonaja,,Acidic phospholipase A2 homolog textilotoxin D chain,PA2HD_PSETE
P24335,waglerin family|IC,PF08121 (Toxin_33)|57.9,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Tropidolaemus,,Waglerin-3,WAG13_TROWA
P24605,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|111.3,CL0629 (PLA2),KW-0002 (3D-structure);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0358 (Heparin-binding);KW-0449 (Lipoprotein);KW-0959 (Myotoxin);KW-0582 (Pharmaceutical);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Bothrops,,Basic phospholipase A2 homolog 2,PA2H2_BOTAS
P25428,NGF-beta family|IC,PF00243 (NGF)|165.5,CL0079 (Cystine-knot),KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0339 (Growth factor);KW-0446 (Lipid-binding);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Macrovipera,,Venom nerve growth factor,NGFV_MACLB
P30996,peptidase M27 family|IC,PF01742 (Peptidase_M27)|363.0;PF07951 (Toxin_R_bind_C)|106.4;PF07952 (Toxin_trans)|302.2;PF07953 (Toxin_R_bind_N)|188.3,CL0004 (Concanavalin);CL0066 (Trefoil);CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-1032 (Host cell membrane);KW-1035 (Host cytoplasm);KW-1036 (Host cytoplasmic vesicle);KW-1043 (Host membrane);KW-1051 (Host synapse);KW-0378 (Hydrolase);KW-0446 (Lipid-binding);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0528 (Neurotoxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-0843 (Virulence);KW-0862 (Zinc),Clostridiaceae,Clostridium,botF,Botulinum neurotoxin type F,BXF_CLOBO
P31100,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|111.6,CL0629 (PLA2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0593 (Phospholipase A2 inhibitor);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Daboia,,Acidic phospholipase A2 RV-7,PA2A7_DABSI
P34182,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|49.8;PF01421 (Reprolysin)|199.3;PF01562 (Pep_M12B_propep)|63.7,CL0126 (Peptidase_MA),KW-1217 (Cell adhesion impairing toxin);KW-0177 (Collagen degradation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Crotalus,,Zinc metalloproteinase/disintegrin,VM2AE_CROAT
P55896,short scorpion toxin superfamily|IC,PF00451 (Toxin_2)|52.0,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Buthidae,Orthochirus,,Potassium channel toxin alpha-KTx 3.7,KAX37_ORTSC
