identifier,ec,keyword,length,protein_families,reviewed,root,domain,kingdom,phylum,class,order,family,genus,species,gene_name,protein_name,uniprot_kb_id
D2Y255,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A3_CYRHA
D2Y256,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A4_CYRHA
D2Y257,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A5_CYRHA
D2Y258,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A6_CYRHA
D2Y259,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A7_CYRHA
D2Y260,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A8_CYRHA
D2Y261,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H16A9_CYRHA
D2Y262,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1610_CYRHA
D2Y263,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1611_CYRHA
D2Y264,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1612_CYRHA
D2Y265,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1613_CYRHA
D2Y266,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1614_CYRHA
D2Y267,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1615_CYRHA
D2Y268,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1616_CYRHA
D2Y269,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1617_CYRHA
D2Y270,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1618_CYRHA
D2Y271,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),116,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1b,H16B1_CYRHA
D2Y272,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),116,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1c,H16C1_CYRHA
D2Y273,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1d,H16D1_CYRHA
D2Y274,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1e,H16E1_CYRHA
D2Y275,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1f,H16F1_CYRHA
D2Y276,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1f,H16F2_CYRHA
D2Y277,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1g,H16G1_CYRHA
D2Y278,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1h,H16H1_CYRHA
D2Y279,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1i,H16I1_CYRHA
D2Y280,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1j,H16J1_CYRHA
D2Y281,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1k,H16K1_CYRHA
D2Y282,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1l,H16L1_CYRHA
D2Y283,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1m,H16M1_CYRHA
D2Y284,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1n,H16N1_CYRHA
D2Y285,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1o,H16O1_CYRHA
D2Y286,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1p,H16P1_CYRHA
D2Y287,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1q,H16Q1_CYRHA
D2Y288,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1r,H16R1_CYRHA
D2Y289,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1s,H16S1_CYRHA
D2Y290,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1t,H16T1_CYRHA
D2Y291,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1u,H16U1_CYRHA
D2Y292,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1619_CYRHA
D2Y293,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1620_CYRHA
D2Y294,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1621_CYRHA
D2Y295,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1622_CYRHA
D2Y296,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1623_CYRHA
D2Y297,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1624_CYRHA
D2Y298,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),113,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U11-theraphotoxin-Hhn1a,H1625_CYRHA
D2Y299,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),117,neurotoxin 14 (magi-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U9-theraphotoxin-Hhn1a,H19A1_CYRHA
D2Y2A0,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 1,H13A1_CYRHA
D2Y2A1,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 2,H13A2_CYRHA
D2Y2A2,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 3,H13A3_CYRHA
D2Y2A3,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1b,H13B1_CYRHA
D2Y2A4,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1c,H13C1_CYRHA
D2Y2A5,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1d,H13E1_CYRHA
D2Y2A6,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1e,H13F1_CYRHA
D2Y2A7,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1f,H13H1_CYRHA
D2Y2A8,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1g,H13I1_CYRHA
D2Y2A9,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1h,H13J1_CYRHA
D2Y2B0,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1i,H13K1_CYRHA
D2Y2B1,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1j,H13L1_CYRHA
D2Y2B2,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 4,H13A4_CYRHA
D2Y2B3,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 5,H13A5_CYRHA
D2Y2B4,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 6,H13A6_CYRHA
D2Y2B5,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,U7-theraphotoxin-Hhn1a 7,H13A7_CYRHA
D2Y2B6,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),117,neurotoxin 03 (Tx2) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,,Hainantoxin-XV,TX32A_CYRHA
